"title","year","length","rating","genre"
"Frosset hjerte","1999","80","6","Documentary"
"Frostbite","2005","83","2.8","Comedy"
"Frozen Assets","1992","98","3.2","Comedy"
"Frozen Limits, The","1939","84","4.6","Comedy"
"Frozen North, The","1922","15","6.7","Comedy"
"Fruit Machine, The","1988","103","6.6","Drama"
"Fruitcake","2003","20","8.7","Comedy"
"Fruits de la passion, Les","1981","83","5.9","Drama"
"Frullo del passero, Il","1988","95","4.5","Romance"
"Frunk","2003","30","7.1","Drama"
"Frusna leoparden, Den","1986","97","4","Drama"
"Ftina tsigara","2000","85","6.4","Comedy"
"Fu gui bing tuan","1989","89","5.4","Action"
"Fu rong zhen","1984","164","7.6","Drama"
"Fubar","2002","76","7.1","Comedy"
"Fuchs von Paris, Der","1957","98","7.6","Drama"
"Fuck Hamlet","1996","83","6.2","Comedy"
"Fuck It","2000","5","3.9","Short"
"Fuck Norge","2004","82","3.7","Comedy"
"Fuck You, Fuck You Very Much","1998","51","6.8","Documentary"
"Fuck Your Dreams, This Is Heaven","1986","37","5.6","Short"
"Fuck: The Movie","2003","6","7.9","Comedy"
"Fuckland","2000","84","5","Drama"
"Fudgie & Jane","2003","26","7.9","Comedy"
"Fuego","1969","81","6.1","Drama"
"Fuel","2002","4","5.5","Comedy"
"Fuel","2003","17","4","Short"
"Fuelin' Around","1949","16","8.5","Comedy"
"Fueling the Fire","2002","22","7.7","Drama"
"Fuete","1986","100","7.7","Drama"
"Fuga dal Bronx","1983","85","3","Action"
"Fuga dall'archipelago maledetto","1982","96","5.4","Action"
"Fuga de cerebros","1998","95","7.3","Drama"
"Fuga, La","2001","117","6.8","Drama"
"Fuggiasco, Il","2003","97","6.8","Drama"
"Fughe da fermo","2001","92","5","Comedy"
"Fugitifs, Les","1986","95","6.8","Comedy"
"Fugitivas","2000","98","7","Drama"
"Fugitive From Justice, A","1940","53","4.9","Drama"
"Fugitive Kind, The","1959","119","6.7","Drama"
"Fugitive Love","1991","15","7.2","Comedy"
"Fugitive Lovers","1934","82","6.7","Comedy"
"Fugitive in the Sky","1936","58","6.2","Action"
"Fugitive, The","1910","17","4.5","Drama"
"Fugitive, The","1947","104","6.6","Drama"
"Fugitive, The","1993","130","7.7","Action"
"Fugue","1998","7","8.3","Animation"
"Fugueuses","1995","95","7","Drama"
"Fuji","1974","8","6.4","Short"
"Fuk sing go jiu","1985","96","6.1","Action"
"Fukai kawa","1995","130","7.5","Drama"
"Fukkatsu no hi","1980","108","5.7","Drama"
"Fuks","1999","86","5.1","Comedy"
"Fukssvansen","2001","90","6.1","Comedy"
"Fulaninha","1986","90","6.1","Comedy"
"Fulfilled","1999","16","4.7","Short"
"Full","2001","16","8","Drama"
"Full Blast","1997","91","5.9","Action"
"Full Blast","1999","95","5.4","Drama"
"Full Circle","1977","98","5.8","Drama"
"Full Clip","2004","95","4.1","Action"
"Full Confession","1939","73","5.6","Drama"
"Full Fathom Five","1990","82","2.6","Action"
"Full Feedback","1998","19","7.4","Short"
"Full Frontal","2001","90","7.8","Comedy"
"Full Frontal","2002","101","5","Comedy"
"Full Impact","1997","72","2","Action"
"Full Metal Jacket","1987","116","8.2","Drama"
"Full Monty, The","1997","91","7.2","Comedy"
"Full Moon High","1981","93","4.8","Comedy"
"Full Moon in Blue Water","1988","95","5.1","Drama"
"Full Tilt Boogie","1997","97","5.8","Documentary"
"Full Treatment, The","1961","93","5","Drama"
"Full of Life","1957","91","6.1","Comedy"
"Fuller Brush Girl, The","1950","85","6.5","Comedy"
"Fuller Brush Man, The","1948","93","6.7","Comedy"
"Fun","1994","105","7.3","Drama"
"Fun Down There","1988","89","5.5","Drama"
"Fun and Fancy Free","1947","73","6.8","Animation"
"Fun in Acapulco","1963","97","5.1","Comedy"
"Fun in a Bakery Shop","1902","1","5.3","Comedy"
"Fun with Dick and Jane","1977","95","6.2","Comedy"
"Fune wo oritara kanojo no shima","2003","112","8","Drama"
"Funeral de los dedos, El","2000","7","9.2","Drama"
"Funeral for Mr. Smithee, A","2002","3","7.8","Short"
"Funeral in Berlin","1966","102","6.5","Action"
"Funeral, The","1996","99","6.1","Drama"
"Funes, un gran amor","1993","110","3.8","Drama"
"Funkytown","1998","82","8.2","Documentary"
"Funland","1988","98","3.4","Comedy"
"Funniest Man in the World, The","1967","95","6.9","Comedy"
"Funny","1989","81","6.1","Comedy"
"Funny About Love","1990","101","4.4","Comedy"
"Funny Bones","1995","128","6.7","Comedy"
"Funny Car Summer","1974","88","4.7","Documentary"
"Funny Face","1957","103","7.1","Comedy"
"Funny Farm","1988","101","5.4","Comedy"
"Funny Farm, The","1983","94","4.4","Comedy"
"Funny Games","1997","108","7.2","Drama"
"Funny Girl","1968","155","7","Comedy"
"Funny Ha Ha","2003","85","6.2","Comedy"
"Funny Lady","1975","136","5.7","Comedy"
"Funny Little Bunnies","1934","7","6.9","Animation"
"Funny Money","1982","97","5.3","Drama"
"Funny People II","1983","89","3.9","Comedy"
"Funny Thing Happened on the Way to the Forum, A","1966","99","6.8","Comedy"
"Funny Things Happen Down Under","1965","61","7.4","Comedy"
"Funnyman","1967","102","5.8","Comedy"
"Fuochi d'artificio","1997","100","5","Comedy"
"Fuoco (la favilla - la vampa - la cenere), Il","1916","45","8.4","Drama"
"Fuon","2004","106","5.5","Drama"
"Fuori dal mondo","1999","100","7.5","Drama"
"Fuori uno sotto un altro arriva il passatore","1973","93","4.7","Comedy"
"Furchtlosen Vier, Die","1997","89","3.4","Animation"
"Fureur","2003","107","5.3","Drama"
"Furia","1999","90","5.2","Drama"
"Furia, La","1997","105","4.3","Action"
"Furin kazan","1969","165","6.7","Action"
"Further Adventures of Tennessee Buck, The","1988","90","3.8","Comedy"
"Further Gesture, A","1997","96","4.8","Drama"
"Further Perils of Laurel and Hardy, The","1968","99","7.4","Comedy"
"Further Prophecies of Nostradamus","1942","11","5.8","Short"
"Further Up the Creek","1958","91","","Comedy"
"Furtivos","1975","99","7.9","Drama"
"Fury","1936","90","7.6","Drama"
"Fury in the Pacific","1945","20","7.3","Documentary"
"Fury in the Shaolin Temple","1979","83","6.1","Action"
"Fury of the Dragon","1976","89","5.9","Action"
"Fuses","1967","22","7.5","Short"
"Fusiladitos, Los","2004","57","8.6","Documentary"
"Futei no kisetsu","2000","88","6","Comedy"
"Futsu saizu no kaijin","1986","18","5.1","Short"
"Futter","1996","5","8.3","Animation"
"Future Fear","1997","77","2.3","Action"
"Future Hunters","1986","96","3.1","Action"
"Future Is Now, The","1955","15","5.4","Documentary"
"Future Kick","1991","76","2.6","Action"
"Future Lasts a Long Time, The","1996","14","5.4","Short"
"Future Murder","2000","92","6.4","Action"
"Future Tense","1983","31","5.6","Short"
"Future War","1997","90","1.6","Action"
"Future of Food, The","2004","88","9.4","Documentary"
"Futz!","1969","92","2.8","Comedy"
"Fuzis, Os","1964","80","8.2","Drama"
"Fuzz","1972","92","5.3","Comedy"
"Fuzzy Logic","1998","18","6.4","Short"
"Fuzzy Pink Nightgown, The","1957","87","5.5","Comedy"
"Fylakes anilikon","1982","100","5.7","Action"
"Fyra kvinnor","2001","94","5.6","Drama"
"Fyra nyanser av brunt","2004","192","7.6","Comedy"
"G","2002","96","7.9","Drama"
"G'ole!","1982","101","6","Documentary"
"G-Men Never Forget","1948","167","7","Action"
"G-Men from Hell","2000","98","4.7","Action"
"G-Sale","2003","87","5.6","Comedy"
"G.A.D.A.R.","2003","9","7","Comedy"
"G.I. Blues","1960","104","5.4","Comedy"
"G.I. Dood It","1955","17","6.3","Comedy"
"G.I. Executioner","1975","86","1.1","Action"
"G.I. Honeymoon","1945","70","6","Comedy"
"G.I. Jane","1997","124","5.5","Action"
"G.I. Pink","1968","6","6.1","Animation"
"G.I. Wanna Home","1946","15","7.1","Comedy"
"G.O.D.","2001","91","4.2","Action"
"G.O.R.A.","2004","127","7.2","Comedy"
"G.P.U.","1942","99","8.8","Action"
"G:MT Greenwich Mean Time","1999","117","6.2","Drama"
"GUF Ha-Neschamot - Die Halle der Seelen","2003","37","7.4","Comedy"
"Ga li la jiao","1990","101","6.5","Action"
"Gaatjes","2002","19","8.5","Short"
"Gaav","1969","100","7.6","Drama"
"Gaayam","1993","140","7.1","Action"
"Gabbeh","1996","73","7.3","Drama"
"Gabbianella e il gatto, La","1998","75","6.8","Animation"
"Gabby Goes Fishing","1941","7","5.5","Animation"
"Gable and Lombard","1976","131","4.4","Drama"
"Gabriel","1999","11","5.7","Short"
"Gabriel & Me","2001","87","5","Drama"
"Gabriel Orozco","2002","80","4","Documentary"
"Gabriel Over the White House","1933","102","6.4","Drama"
"Gabriela","1983","99","6.2","Comedy"
"Gabriela","2001","93","7.4","Romance"
"Gabriella","2002","5","8.7","Comedy"
"Gabrielle","1954","90","5.7","Drama"
"Gabrielle","2001","15","6.1","Drama"
"Gabriels ord","2002","35","7.8","Action"
"Gabros apo to Londino","1967","85","7","Comedy"
"Gaby","1956","96","6","Drama"
"Gaby: A True Story","1987","110","7.4","Drama"
"Gack Gack","2002","7","5.6","Animation"
"Gacy","2003","88","4.8","Drama"
"Gadael Lenin","1993","90","4.5","Comedy"
"Gadajace glowy","1980","16","7","Documentary"
"Gadar: Ek Prem Katha","2001","170","6.7","Drama"
"Gaden","2003","18","2.8","Drama"
"Gadjo dilo","1997","102","7","Comedy"
"Gaea Girls","2000","104","6.6","Documentary"
"Gafe, El","1959","85","5","Comedy"
"Gagamboy","2004","100","4.9","Action"
"Gagarin","1995","3","7.5","Animation"
"Gagnant, Le","1979","90","3.1","Comedy"
"Gai shi ji hua","1984","87","6.1","Action"
"Gai tung aap gong","1988","95","7.4","Comedy"
"Gaia Symphony II","1999","130","5","Documentary"
"Gaichu","2001","92","6.8","Drama"
"Gaily, Gaily","1969","107","5.1","Comedy"
"Gaja Gamini","2000","122","6.3","Drama"
"Gakko","1993","128","7.6","Drama"
"Gakko II","1996","122","7.4","Drama"
"Gakko III","1998","133","6.5","Drama"
"Gal Who Took the West, The","1949","84","6.7","Comedy"
"Gal Young 'Un","1979","105","5.7","Drama"
"Gala","2003","105","6.4","Documentary"
"Gala Dali","2001","6","4.5","Short"
"Gala Day at Disneyland","1960","27","9","Short"
"Galactic Gigolo","1988","80","3.2","Comedy"
"Galapagos: The Enchanted Voyage","1999","40","7.1","Documentary"
"Galaxies Are Colliding","1992","93","4","Comedy"
"Galaxina","1980","95","3","Comedy"
"Galaxis","1995","91","3","Action"
"Galaxy Far, Far Away, A","2001","62","4.8","Comedy"
"Galaxy Quest","1999","102","7.2","Comedy"
"Galaxy of Terror","1981","81","4","Action"
"Galets, Les","2002","11","6.3","Short"
"Galette du roi, La","1986","90","4.9","Comedy"
"Galettes de Pont-Aven, Les","1975","105","6.4","Comedy"
"Galia","1966","105","6.2","Drama"
"Galileo","1969","105","5.8","Drama"
"Galileo","1975","145","6.1","Drama"
"Galimatias, czyli kogel-mogel II","1989","93","6.7","Comedy"
"Galindez File, The","2003","125","5.4","Drama"
"Gall Force: Eternal Story","1986","196","6.1","Action"
"Gallagher's Travels","1987","94","6.6","Action"
"Gallant Bess","1947","100","6.3","Drama"
"Gallant Blade, The","1948","81","6.1","Action"
"Gallant Hours, The","1960","115","6.8","Drama"
"Gallant Journey","1946","85","6.1","Drama"
"Gallant Lady","1933","84","7.2","Drama"
"Gallavants","1984","100","8.1","Animation"
"Gallipoli","1981","110","7.6","Drama"
"Gallo cedrone","1998","93","5.5","Comedy"
"Gallo de oro, El","1964","105","9.3","Drama"
"Gallopin' Gals","1940","7","5.1","Animation"
"Gallopin' Gaucho, The","1928","6","6.2","Animation"
"Galloping Major, The","1951","80","6.6","Comedy"
"Gam gai","2002","106","7.5","Comedy"
"Gamal Hame'ofef, Ha-","1994","93","5.6","Comedy"
"Gambit","1966","109","7","Comedy"
"Gambler, The","1974","111","6.6","Drama"
"Gambler, The","1997","97","6.4","Drama"
"Gamblers, The","1970","93","6","Drama"
"Gambling House","1951","80","5.9","Drama"
"Gambling Lady","1934","66","6.3","Drama"
"Gambling Ship","1933","72","3.8","Drama"
"Gambling, Gods and LSD","2002","180","6.1","Documentary"
"Game Day","1999","106","4.7","Comedy"
"Game Over: Kasparov and the Machine","2003","90","6.7","Documentary"
"Game for Vultures, A","1979","113","4.1","Drama"
"Game of Death","1978","35","5.3","Action"
"Game of Their Lives, The","2002","80","7.5","Documentary"
"Game of Their Lives, The","2005","101","6.4","Drama"
"Game with No Rules, A","1994","17","7.2","Short"
"Gamekeeper, The","1980","84","6.4","Drama"
"Gamers, The","2003","15","7.1","Short"
"Games People Play","2004","97","4.9","Comedy"
"Games That Lovers Play","1970","91","5.3","Comedy"
"Games of Desire","1990","80","3.5","Drama"
"Games, The","1970","100","5.5","Drama"
"Gameui beobjig","1994","110","4.5","Action"
"Gamitan","2002","115","5.7","Action"
"Gamlet","1964","140","8.3","Drama"
"Gamos ala ellinika","1964","90","8","Comedy"
"Gan","1953","104","7.4","Drama"
"Gan","2003","90","8.1","Documentary"
"Gan no tera","1962","98","7","Drama"
"Gan, Ha-","1977","90","6","Drama"
"Ganashatru","1989","99","6.3","Drama"
"Gancheob Li Cheol-jin","1999","105","6.6","Comedy"
"Gandahar","1988","83","6.4","Animation"
"Gander at Mother Goose, A","1940","6","7","Animation"
"Gandhi","1982","188","8","Drama"
"Gang Buster, The","1931","65","6.4","Comedy"
"Gang Busters","1954","74","4.8","Drama"
"Gang Leader","1991","155","8.3","Action"
"Gang Tapes","2001","91","5.7","Drama"
"Gang That Couldn't Shoot Straight, The","1971","96","4.8","Comedy"
"Gang War","1958","75","5.8","Drama"
"Gang Wars","1976","82","3.9","Action"
"Gang Warz","2004","97","6","Action"
"Gang in Blue","1996","97","5.3","Action"
"Gang of Roses","2003","94","2.6","Action"
"Gang's All Here, The","1941","61","6","Comedy"
"Gang's All Here, The","1943","103","7.3","Romance"
"Gang, Le","1977","105","5.6","Drama"
"Ganga Bruta","1933","76","7.6","Drama"
"Ganga Zumba","1963","100","6.6","Drama"
"Gangaajal","2003","150","7.1","Drama"
"Gangland","1998","97","5.2","Action"
"Gangland","2000","82","2.8","Action"
"Gangpae sueob","1996","108","4.4","Action"
"Gangs of New York","2002","166","7.3","Drama"
"Gangs of New York, The","1938","67","6.1","Drama"
"Gangstaz n Cash","1996","27","6.1","Action"
"Gangster","2002","90","7.7","Comedy"
"Gangster No. 1","2000","103","6.5","Drama"
"Gangster Story","1960","65","4.5","Drama"
"Gangster Wars","1981","121","5.2","Drama"
"Gangster's Den, The","1945","55","4.8","Action"
"Gangster, The","1947","84","6.5","Drama"
"Gangsters","2002","90","6","Action"
"Gangsters per un massacro","1968","89","4.8","Action"
"Gangway for Tomorrow","1943","69","5.2","Drama"
"Ganhar a Vida","2001","115","7","Drama"
"Ganheddo","1989","97","4.4","Action"
"Gannat al shayateen","1999","79","5.4","Comedy"
"Ganovenehre","","94","7.4","Comedy"
"Gans von Sedan, Die","1959","90","5.5","Comedy"
"Gao yang yi sheng","1992","89","6.1","Action"
"Gaous, Les","2004","92","4.5","Comedy"
"Gap-Toothed Women","1987","31","6.3","Documentary"
"Garabatos","1964","14","3.7","Animation"
"Garaga","1989","100","8.5","Animation"
"Garage Days","2002","106","5.6","Comedy"
"Garage Olimpo","1999","98","7.3","Drama"
"Garage Sale","1996","30","6.2","Comedy"
"Garage, The","1919","25","7.4","Comedy"
"Garam Hawa","1973","146","7.2","Drama"
"Garazh","1979","101","7.8","Comedy"
"Garbage Pail Kids Movie, The","1987","100","3","Comedy"
"Garbo","1992","100","3.8","Comedy"
"Garbo Talks","1984","103","6.1","Comedy"
"Garcea si oltenii","2001","90","4","Comedy"
"Garde du corps, Le","1984","85","4.4","Comedy"
"Garden Gopher","1950","6","6.9","Animation"
"Garden State","2004","109","8.1","Comedy"
"Garden of Allah, The","1936","79","6.2","Drama"
"Garden of Earthly Delights, The","1981","3","7.4","Short"
"Garden of Earthly Delights, The","2004","103","7.9","Drama"
"Garden of Eden","1955","67","4.6","Drama"
"Garden of Eden, The","1928","78","7.9","Comedy"
"Garden of Evil","1954","96","6.4","Action"
"Garden of Luxor","1972","9","6","Short"
"Garden of the Moon","1938","94","6.2","Comedy"
"Gardens of Stone","1987","112","6.5","Drama"
"Gardien de la nuit","1986","100","7.8","Drama"
"Garfield","2004","80","4.8","Animation"
"Gargantuan","1992","1","6.3","Short"
"Gariba no uchu ryoko","1965","85","7.6","Animation"
"Garibaldino al convento, Un","1942","83","7.1","Comedy"
"Garlic Is As Good As Ten Mothers","1980","51","7.1","Documentary"
"Garment Jungle, The","1957","88","6.5","Drama"
"Garmento","2002","90","5.9","Drama"
"Garota dourada","1984","105","5","Comedy"
"Garotas do ABC","2003","130","7.8","Comedy"
"Garou densetsu","1994","100","6.3","Action"
"Garpenfargle","2004","4","9","Comedy"
"Garriage: A Documentary in 4 Chapters and an Epilogue","2004","14","9.7","Comedy"
"Garrincha, Alegria do Povo","1962","60","5.2","Documentary"
"Garv: Pride and Honour","2004","162","4.4","Action"
"Gary Cooper: American Life, American Legend","1991","47","6.8","Documentary"
"Gas","1944","3","7.4","Animation"
"Gas","1981","94","2.2","Comedy"
"Gas House Kids in Hollywood","1947","62","6.4","Comedy"
"Gas Planet","1992","3","6.1","Short"
"Gas Pump Girls","1979","86","3.3","Comedy"
"Gas Station, The","2000","27","7.6","Short"
"Gas, Food Lodging","1992","101","6.5","Drama"
"Gas-Oil","1955","92","5.8","Drama"
"Gas-s-s-s","1971","79","3.4","Comedy"
"Gasbags","1941","77","5","Comedy"
"Gaseum dallin namja","1993","110","4","Comedy"
"Gaslight","1944","114","7.6","Drama"
"Gaslight Follies","1945","110","6.5","Documentary"
"Gasline","2001","16","6.3","Drama"
"Gasman","1997","15","6.7","Short"
"Gasmann, Der","1941","85","6.3","Comedy"
"Gasoline Rainbows","2000","76","8","Drama"
"Gasoloons","1936","16","4.7","Comedy"
"Gaspard et Robinson","1990","93","7.7","Drama"
"Gaspards, Les","1974","90","5.6","Comedy"
"Gasparone","1937","80","5.6","Comedy"
"Gaston en Leo in Hong Kong","1988","97","4.7","Comedy"
"Gaston's War","1997","120","5.9","Drama"
"Gasu ningen dai ichigo","1960","81","5.7","Drama"
"Gate","2000","15","8.1","Comedy"
"Gate II: Trespassers, The","1992","93","3.5","Comedy"
"Gate of Heavenly Peace, The","1995","189","7.8","Documentary"
"Gate to Heaven","2003","90","5.5","Comedy"
"Gategutter","1949","77","6.4","Drama"
"Gatekeeper, The","2002","103","6.4","Drama"
"Gates of Heaven","1978","85","7.5","Documentary"
"Gates to Paradise","1968","89","5.6","Drama"
"Gateway","1938","75","4.7","Drama"
"Gathering of Eagles, A","1963","115","5.9","Drama"
"Gatica, el mono","1993","136","6.6","Drama"
"Gatling Gun, The","1973","93","5.1","Action"
"Gator","1976","115","5.4","Action"
"Gatos","2002","18","7.8","Short"
"Gattaca","1997","101","7.6","Drama"
"Gatto a nove code, Il","1971","115","6.3","Drama"
"Gatto, Il","1978","109","6.7","Comedy"
"Gattopardo, Il","1963","165","7.7","Drama"
"Gau go neui jai yat jek gwai","2002","96","3.1","Comedy"
"Gau lung bing sat","2001","101","6.4","Action"
"Gaucho, Il","1965","110","6.1","Comedy"
"Gaucho, The","1927","115","7.5","Romance"
"Gaudi Afternoon","2001","93","6.4","Comedy"
"Gauguin","1950","11","5.5","Short"
"Gauner und der liebe Gott, Der","1960","95","6.8","Comedy"
"Gauntlet, The","1977","109","6","Action"
"Gav khuni","2003","96","6.8","Drama"
"Gay","2004","100","2.6","Comedy"
"Gay Anties, The","1947","7","6.1","Animation"
"Gay Bride, The","1934","80","6.8","Comedy"
"Gay Cuba","1996","57","5.9","Documentary"
"Gay Deceivers, The","1969","97","5.2","Comedy"
"Gay Deception, The","1935","75","5.7","Comedy"
"Gay Desperado, The","1936","86","5.8","Comedy"
"Gay Divorcee, The","1934","107","7.6","Comedy"
"Gay Falcon, The","1941","67","6.2","Drama"
"Gay Parisian, The","1941","20","6.5","Short"
"Gay Pioneers","2004","30","7","Short"
"Gay Purr-ee","1962","85","6.2","Animation"
"Gay Shoe Clerk, The","1903","1","6.4","Comedy"
"Gay Sisters, The","1942","110","6","Drama"
"Gay USA","1978","78","8","Documentary"
"Gay by Dawn","2004","9","9","Comedy"
"Gaydar","2002","20","6.6","Comedy"
"Gayniggers from Outer Space","1992","26","5.8","Comedy"
"Gaz Bar Blues","2003","115","7.1","Comedy"
"Gaza Strip","2002","74","7.1","Documentary"
"Gazebo, The","1959","100","6.9","Comedy"
"Gazon maudit","1995","104","","Comedy"
"Gazza ladra, La","1964","11","5.9","Animation"
"Gde nakhoditsya Nofelet?","1987","82","5.1","Comedy"
"Gdy spadaja anioly","1959","21","7.4","Drama"
"Gdzie jest general?","1964","92","5.5","Comedy"
"GeGe","2001","90","4.8","Drama"
"Geboren in Absurdistan","1999","111","6.6","Comedy"
"Gee Whiz-z-z-z-z-z-z","1956","6","6.8","Animation"
"Geek Maggot Bingo","1983","70","2.6","Comedy"
"Geen paniek","1973","85","2.8","Comedy"
"Gefangen","2004","96","3.9","Drama"
"Gege","2004","113","7","Drama"
"Gegen die Wand","2004","121","8","Drama"
"Geh, zieh dein Dirndl aus","1973","85","3.6","Comedy"
"Geheimnis der drei Dschunken, Das","1965","90","5.8","Action"
"Geheimnis der schwarzen Witwe, Das","1963","107","5.9","Drama"
"Geheimnis, Das","1995","80","7.6","Drama"
"Geheimnisse in goldenen Nylons","1967","92","5.5","Drama"
"Gei ba ba de xin","1995","104","6.5","Action"
"Geierwally","1988","105","5.9","Comedy"
"Geierwally, Die","1940","104","5.6","Drama"
"Geierwally, Die","1956","90","4.4","Drama"
"Geisha Boy, The","1958","98","5.5","Comedy"
"Gekido no showashi: Okinawa kessen","1971","149","7.1","Drama"
"Gekisatsu! Judo ken","1977","94","5.1","Action"
"Gekitotsu! Satsujin ken","1974","91","6.7","Action"
"Gekko no sasayaki","1999","100","7.4","Drama"
"Geld oder Leber!","1986","85","2.7","Comedy"
"Geliebte Hochstaplerin","1961","88","7.1","Comedy"
"Geliebter Alltag","2000","13","","Short"
"Gem of a Jam, A","1943","17","7.1","Comedy"
"Gembaku no ko","1952","97","7.2","Drama"
"Gemide","1999","102","7.9","Drama"
"Gemini - The Twin Stars","1988","110","5.8","Drama"
"Gemini Affair","1975","92","5.8","Drama"
"Gemsar","2002","85","7.3","Drama"
"Gen 13","1998","87","5.5","Action"
"Gendai yakuza: hito-kiri yota","1972","95","7.6","Action"
"Gendarme de St. Tropez, Le","1964","89","6.6","Comedy"
"Gendarme desconocido, El","1941","108","7.4","Comedy"
"Gendarme en balade, Le","1970","105","5.6","Comedy"
"Gendarme et les extra-terrestres, Le","1979","96","5.2","Comedy"
"Gendarme et les gendarmettes, Le","1982","99","5.2","Comedy"
"Gendarme se marie, Le","1968","92","5.9","Comedy"
"Gendernauts","1999","87","5.7","Documentary"
"Gene Autry, Melody of the West","1994","58","9.8","Documentary"
"Gene Krupa Story, The","1959","101","6.7","Drama"
"General Chaos: Uncensored Animation","1998","81","6","Animation"
"General Massacre","1973","90","4.1","Drama"
"General Spanky","1936","71","5.9","Comedy"
"General's Daughter, The","1999","116","6.1","Drama"
"General, The","1927","83","8.4","Action"
"General, The","1994","12","8.8","Animation"
"General, The","1998","124","7.1","Drama"
"Generala, La","1970","100","6.3","Drama"
"Generale della Rovere, Il","1959","129","7.7","Drama"
"Generation","1969","109","5.7","Comedy"
"Generation Gap","2004","1","6.5","Comedy"
"Genesis","1978","32","6.1","Documentary"
"Genesis","1986","105","5.3","Drama"
"Genesis","2001","80","6","Drama"
"Genesis","2004","81","6.6","Documentary"
"Genesis and Catastrophe","2000","8","5.7","Drama"
"Genesis: A Band in Concert","1977","45","7.8","Documentary"
"Genet parle d'Angela Davis","1970","10","9.9","Short"
"Genevieve","1953","86","7.5","Comedy"
"Genghis Blues","1999","88","7.6","Documentary"
"Genghis Khan","1965","124","5.3","Drama"
"Genghis Khan","2004","120","7.9","Action"
"Gengszterfilm","1999","110","5.4","Action"
"Genie with the Light Pink Fur, The","1966","7","5.9","Animation"
"Genio, due compari, un pollo, Un","1975","120","5.7","Comedy"
"Genius at Work","1946","61","5.3","Comedy"
"Genius of Lenny Breau, The","1999","120","5","Documentary"
"Geniy","1991","162","7.4","Comedy"
"Gennaioi tis Samothrakis, Oi","2003","85","5.9","Comedy"
"Genocide","1981","90","5.6","Documentary"
"Genou de Claire, Le","1970","105","7.5","Drama"
"Genre","1996","5","7.9","Animation"
"Genroku chushingura","1941","241","7.5","Action"
"Gens normaux n'ont rien d'exceptionnel, Les","1993","100","7","Comedy"
"Gens qui s'aiment, Les","2000","90","6.6","Comedy"
"Gent","1969","15","7.2","Documentary"
"Gente del Po","1943","10","8.8","Short"
"Gente di Roma","2003","100","4.9","Comedy"
"Gente di rispetto","1975","113","5.3","Drama"
"Gente pez","2001","89","4.3","Comedy"
"Gentle Giant","1967","95","5.7","Drama"
"Gentle Gunman, The","1952","86","6.8","Drama"
"Gentle Rain, The","1966","110","4.7","Drama"
"Gentle Savage","1973","85","5.7","Action"
"Gentle Sex, The","1943","92","6.4","Comedy"
"Gentleman After Dark, A","1942","74","5.8","Drama"
"Gentleman Jim","1942","104","7.6","Drama"
"Gentleman Tramp, The","1975","78","7","Documentary"
"Gentleman Who Fell","1993","5","4.4","Short"
"Gentleman d'Epsom, Le","1962","84","5.5","Comedy"
"Gentleman of Paris, A","1927","65","8.5","Comedy"
"Gentleman's Agreement","1947","118","7.4","Drama"
"Gentleman's Bet","1995","90","5.8","Drama"
"Gentleman's Fate","1931","90","6","Drama"
"Gentleman's Game, A","2001","112","6.4","Drama"
"Gentlemen Are Born","1934","75","4.6","Drama"
"Gentlemen Marry Brunettes","1955","99","5","Comedy"
"Gentlemen Prefer Blondes","1928","75","7.3","Comedy"
"Gentlemen Prefer Blondes","1953","91","7.2","Comedy"
"Gentlemen of Nerve","1914","16","6.3","Comedy"
"Gently Down the Stream","1981","14","6.2","Short"
"Gents Without Cents","1944","19","7.3","Comedy"
"Gents in a Jam","1952","16","7.3","Comedy"
"Geobreeders","1998","90","7.1","Action"
"Geordie","1955","93","7.3","Comedy"
"George","1972","86","6.9","Comedy"
"George B.","1997","98","6.6","Comedy"
"George Dumpson's Place","1965","8","5.1","Documentary"
"George Hall and His Orchestra","1936","11","3.8","Short"
"George Lucas in Love","1999","8","7.2","Comedy"
"George Stevens: A Filmmaker's Journey","1984","110","7.7","Documentary"
"George Wallace: Settin' the Woods on Fire","2000","167","","Documentary"
"George Washington","2000","94","7.4","Drama"
"George Washington Slept Here","1942","93","7.2","Comedy"
"George White's Scandals","1945","95","4.7","Comedy"
"George and Mildred","1980","89","4.8","Comedy"
"George and Rosemary","1987","9","7.6","Animation"
"George and the Dragon","2004","93","5.5","Action"
"George in Civvy Street","1946","79","4.8","Comedy"
"George of the Jungle","1997","92","5.5","Comedy"
"George's Island","1989","89","5.5","Drama"
"Georgetown Loop (Colorado), The","1903","3","7","Documentary"
"Georgia","1995","115","6.1","Drama"
"Georgia, Georgia","1972","91","4.6","Drama"
"Georgica","1998","109","8.2","Drama"
"Georgie Girl","2001","69","6.6","Documentary"
"Georgische Trauben","2000","29","3.6","Short"
"Georgy Girl","1966","99","7","Comedy"
"Geraftaar","1985","167","5.4","Action"
"Gerald McBoing! Boing! on Planet Moo","1956","7","6.2","Animation"
"Gerald McBoing-Boing","1950","8","7.8","Animation"
"Gerald McBoing-Boing's Symphony","1953","8","7","Animation"
"Geri's Game","1997","4","7.5","Animation"
"Germania anno zero","1948","71","8.1","Drama"
"Germanoi xanarhodai, Oi","1948","90","8.9","Comedy"
"Germgirl","2001","5","5.9","Action"
"Germicide","1976","105","5.5","Drama"
